,Number,Name,Parent (SMC),Parent name (SMC),Section,Region,Area,Island,Topo Section,County,Classification,Map 1:50k,Map 1:25k,Metres,Feet,Grid ref,Grid ref 10,Drop,Col grid ref,Col height,Feature,Observations,Survey,Climbed,Country,County Top,Revision,Comments,Streetmap,Geograph/MountainViews,Hill-bagging,Xcoord,Ycoord,Latitude,Longitude,GridrefXY,_Section,Parent (Ma),Parent name (Ma),MVNumber,Ma,Ma=,Hu,Hu=,Tu,Tu=,Sim,5,M,MT,F,C,G,D,DT,Hew,N,Dew,DDew,HF,4,3,2,1,1=,0,W,WO,B,Sy,Fel,CoH,CoH=,CoU,CoU=,CoA,CoA=,CoL,CoL=,SIB,sMa,sHu,sSim,s5,s4,Mur,CT,GT,BL,Bg,Y,Cm,T100,xMT,xC,xG,xN,xDT,Dil,VL,A,MDew,sMDew,Ca,Bin,O,Un,coords
14221,14222,Brunt Hill,,,28A,28A: Firth of Forth to the River Tweed,,,P04:Lammermuir - Dunbar to River Tweed,East Lothian,2,67,351E,225.0,738,NT685744,NT 68591 74476,89.0,NT661730,136.0,no feature: ground on track,,,,S,,29-Mar-14,,"http://www.streetmap.co.uk/newmap.srf?x=368591&y=674481&z=3&sv=368591,674481&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.962307&lon=-2.504684,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14222,368591,674481,55.962306999999996,-2.504684,NT6859174481,28.1,1819,Spartleton,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (368591.0145864493 674480.9142151726)
14227,14228,Selms Tops,,,28A,28A: Firth of Forth to the River Tweed,,,P03:Glasgow to Galashiels and North Berwick,West Lothian,2,65,344,222.0,728,NT089658,NT 08935 65842,30.0,NT086653,192.0,outcrop,,,,S,,20-Jan-12,,"http://www.streetmap.co.uk/newmap.srf?x=308934&y=665847&z=3&sv=308934,665847&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.877141&lon=-3.457122,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14228,308934,665847,55.877141,-3.457122,NT0893465847,28.1,1809,East Cairn Hill,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (308933.758066216 665846.9819337381)
14228,14229,Binny Craig,,,28A,28A: Firth of Forth to the River Tweed,,,P03:Glasgow to Galashiels and North Berwick,West Lothian,2,65,349E,221.0,725,NT043734,NT 04303 73458,43.0,NT042732,178.0,rock outcrop,,,,S,,15-Mar-15,,"http://www.streetmap.co.uk/newmap.srf?x=304301&y=673464&z=3&sv=304301,673464&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.944648&lon=-3.533828,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14229,304301,673464,55.944648,-3.5338279999999997,NT0430173464,28.1,1827,Cairnpapple Hill,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (304301.6915328337 673463.1711464066)
14232,14233,Dechmont Law,,,28A,28A: Firth of Forth to the River Tweed,,,P03:Glasgow to Galashiels and North Berwick,West Lothian,2,65,349E,217.0,712,NT033697,NT 03391 69763,50.0,NT010694,167.0,ground 17m north of trig point,,,,S,,20-Jan-12,,"http://www.streetmap.co.uk/newmap.srf?x=303389&y=669769&z=3&sv=303389,669769&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.911278&lon=-3.547102,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14233,303389,669769,55.911278,-3.5471019999999998,NT0338969769,28.1,1827,Cairnpapple Hill,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (303389.631162929 669768.0901531372)
14234,14235,Carfrae Hill,,,28A,28A: Firth of Forth to the River Tweed,,,P04:Lammermuir - Dunbar to River Tweed,East Lothian,2,67,345E 351E,226.0,741,NT571684,NT 57195 68405,47.0,NT566673,179.0,no feature,flat summit area,,,S,,07-Mar-17,Relocated from 217m at NT560682 (Townhead Hill) July 2014,"http://www.streetmap.co.uk/newmap.srf?x=357195&y=668410&z=3&sv=357195,668410&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.906881&lon=-2.686251,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14235,357195,668410,55.906881000000006,-2.686251,NT5719568410,28.1,1813,Meikle Says Law,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (357194.71960884 668409.8642018363)
14235,14236,Black Loch Hill,,,28A,28A: Firth of Forth to the River Tweed,,,P04:Lammermuir - Dunbar to River Tweed,East Lothian,2,67,351E,215.0,705,NT668731,NT 66824 73162,37.0,NT667725,178.0,no feature,flat summit area in field,,,S,,15-Mar-15,,"http://www.streetmap.co.uk/newmap.srf?x=366824&y=673167&z=3&sv=366824,673167&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.950382&lon=-2.532825,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14236,366824,673167,55.950382,-2.532825,NT6682473167,28.1,1819,Spartleton,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (366823.9562056157 673166.8733848114)
14237,14238,Tripslaw Hill,,,28A,28A: Firth of Forth to the River Tweed,,,P04:Lammermuir - Dunbar to River Tweed,East Lothian,2,67,351E,214.0,702,NT695723,NT 69590 72335,36.0,NT694722,178.0,no feature,summit is in trees,,,S,,30-Oct-14,,"http://www.streetmap.co.uk/newmap.srf?x=369590&y=672340&z=3&sv=369590,672340&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.943135&lon=-2.48844,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14238,369590,672340,55.943135,-2.48844,NT6959072340,28.1,1819,Spartleton,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (369590.0385221894 672339.8173457509)
14238,14239,Braid Hills,,,28A,28A: Firth of Forth to the River Tweed,,,P03:Glasgow to Galashiels and North Berwick,Edinburgh,2,66,350,213.0,699,NT250694,NT 25037 69397,51.0,NT229681,162.0,no feature: grass,,,,S,,20-Jan-12,,"http://www.streetmap.co.uk/newmap.srf?x=325036&y=669402&z=3&sv=325036,669402&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.911852&lon=-3.200809,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14239,325036,669402,55.911852,-3.200809,NT2503669402,28.1,1816,Allermuir Hill,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (325036.0497994465 669401.939197969)
14243,14244,Cow Hill,,,28A,28A: Firth of Forth to the River Tweed,,,P03:Glasgow to Galashiels and North Berwick,West Lothian,2,65,349E,209.0,686,NS974740,NS 97442 74023,37.0,NS981740,172.0,no feature,ground 55m ESE at NS 97494 74000 may be as high,,,S,,11-Apr-15,,"http://www.streetmap.co.uk/newmap.srf?x=297440&y=674029&z=3&sv=297440,674029&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.948306&lon=-3.64385,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14244,297440,674029,55.948306,-3.64385,NS9744074029,28.1,1827,Cairnpapple Hill,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (297440.5164323236 674028.1644449923)
14250,14251,Highside Hill,,,28A,28A: Firth of Forth to the River Tweed,,,P04:Lammermuir - Dunbar to River Tweed,East Lothian,1,67,351E,196.0,643,NT662735,NT 66246 73540,49.0,NT674743,147.0,no feature: field,NW summit at NT 66048 73927 is c.1m lower,Seco 2x Hand Level,,S,,20-Jan-12,possible alternative summit at NT660739,"http://www.streetmap.co.uk/newmap.srf?x=366246&y=673545&z=3&sv=366246,673545&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.953738&lon=-2.542128,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14251,366246,673545,55.953738,-2.542128,NT6624673545,28.1,1819,Spartleton,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (366245.9273425699 673544.9068372709)
14252,14253,Newmains Hill,,,28A,28A: Firth of Forth to the River Tweed,,,P04:Lammermuir - Dunbar to River Tweed,East Lothian,1,67,351E,193.0,633,NT607716,NT 60748 71625,36.0,NT609714,157.0,no feature,flat summit area,,,S,,20-Jan-12,,"http://www.streetmap.co.uk/newmap.srf?x=360748&y=671630&z=3&sv=360748,671630&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.936114&lon=-2.629892,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14253,360748,671630,55.936114,-2.629892,NT6074871630,28.1,1819,Spartleton,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (360747.8119099812 671629.8719797533)
14257,14258,Barney Hill,,,28A,28A: Firth of Forth to the River Tweed,Moorfoot Hills,,P03:Glasgow to Galashiels and North Berwick,East Lothian,1,66,351W,181.0,594,NT513759,NT 51366 75988,33.0,NT505760,148.0,embedded boulder in grass,flat summit area,Abney level,,S,,04-Feb-18,,"http://www.streetmap.co.uk/newmap.srf?x=351366&y=675993&z=3&sv=351366,675993&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.974452&lon=-2.780848,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14258,351366,675993,55.974452,-2.7808479999999998,NT5136675993,28.1,1802,Blackhope Scar,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (351365.6803567068 675992.9524559253)
14258,14259,Byres Hill,,,28A,28A: Firth of Forth to the River Tweed,Moorfoot Hills,,P03:Glasgow to Galashiels and North Berwick,East Lothian,1,66,351W,181.0,594,NT500764,NT 50082 76424,43.0,NT504763,138.0,ground by monument,,,,S,,20-Sep-15,,"http://www.streetmap.co.uk/newmap.srf?x=350082&y=676429&z=3&sv=350082,676429&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.978237&lon=-2.801501,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14259,350082,676429,55.978237,-2.801501,NT5008276429,28.1,1802,Blackhope Scar,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (350081.6418118454 676428.9649844237)
14259,14260,Whitelaw Hill,,,28A,28A: Firth of Forth to the River Tweed,,,P04:Lammermuir - Dunbar to River Tweed,East Lothian,1,67,351E,179.0,587,NT572715,NT 57284 71555,56.0,NT570712,123.0,no feature,flat summit area,,,S,,20-Jan-12,,"http://www.streetmap.co.uk/newmap.srf?x=357284&y=671560&z=3&sv=357284,671560&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.935189&lon=-2.685326,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14260,357284,671560,55.935189,-2.685326,NT5728471560,28.1,1813,Meikle Says Law,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (357283.7748930674 671559.863825461)
14261,14262,Windford Dub Hill,,,28A,28A: Firth of Forth to the River Tweed,,,P04:Lammermuir - Dunbar to River Tweed,East Lothian,1,67,351E,178.0,584,NT703731,NT 70344 73116,30.0,NT700730,148.0,no feature: ground on track,,,,S,,20-Jan-12,,"http://www.streetmap.co.uk/newmap.srf?x=370344&y=673121&z=3&sv=370344,673121&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.9502&lon=-2.476455,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14262,370344,673121,55.9502,-2.476455,NT7034473121,28.1,1819,Spartleton,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (370344.0469277098 673120.9139911343)
14262,14263,Wester Craiglockhart Hill,,,28A,28A: Firth of Forth to the River Tweed,,,P03:Glasgow to Galashiels and North Berwick,Edinburgh,1,66,350,176.0,577,NT228700,NT 22831 70066,62.0,NT222695,114.0,no feature: ground c 6m E of trig point,,,,S,,15-Mar-15,,"http://www.streetmap.co.uk/newmap.srf?x=322830&y=670072&z=3&sv=322830,670072&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.917513&lon=-3.236282,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14263,322830,670072,55.917513,-3.236282,NT2283070072,28.1,1816,Allermuir Hill,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (322830.0263104409 670071.0167246492)
14263,14264,Salisbury Crags,,,28A,28A: Firth of Forth to the River Tweed,,,P03:Glasgow to Galashiels and North Berwick,Edinburgh,1,66,350,174.0,571,NT267731,,65.0,NT272728,109.0,,,,,S,,20-Jan-12,,"http://www.streetmap.co.uk/newmap.srf?x=326700&y=673100&z=3&sv=326700,673100&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.945323&lon=-3.175203,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14264,326700,673100,55.945322999999995,-3.1752029999999998,NT2670073100,28.1,1828,Arthur's Seat,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (326699.9044304634 673099.4524655155)
14264,14265,Mountlehoy Hill,,,28A,28A: Firth of Forth to the River Tweed,,,P04:Lammermuir - Dunbar to River Tweed,East Lothian,1,67,351E,172.0,564,NT603722,NT 60391 72235,35.0,NT599717,137.0,no feature. Ground on E side of wall,,Seco 2x Hand Level,,S,,15-Mar-15,,"http://www.streetmap.co.uk/newmap.srf?x=360391&y=672240&z=3&sv=360391,672240&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.941565&lon=-2.635696,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14265,360391,672240,55.941565000000004,-2.635696,NT6039172240,28.1,1819,Spartleton,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (360390.8084894746 672239.8704741782)
14266,14267,Pressmennan Hill,,,28A,28A: Firth of Forth to the River Tweed,,,P04:Lammermuir - Dunbar to River Tweed,East Lothian,1,67,351E,169.0,554,NT626734,NT 62620 73465,42.0,NT620726,127.0,no feature,,,,S,,20-Jan-12,,"http://www.streetmap.co.uk/newmap.srf?x=362620&y=673470&z=3&sv=362620,673470&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.952795&lon=-2.600183,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14267,362620,673470,55.952794999999995,-2.6001830000000004,NT6262073470,28.1,1819,Spartleton,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (362619.8879540749 673469.9107679606)
14267,14268,Lawhead Hill,,,28A,28A: Firth of Forth to the River Tweed,,,P04:Lammermuir - Dunbar to River Tweed,East Lothian,1,67,351E,171.0,561,NT582726,NT 58293 72646,40.0,NT577720,131.0,no feature,summit in woodland,,,S,,15-Mar-15,,"http://www.streetmap.co.uk/newmap.srf?x=358293&y=672651&z=3&sv=358293,672651&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.94508&lon=-2.669345,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14268,358293,672651,55.945080000000004,-2.669345,NT5829372651,28.1,1813,Meikle Says Law,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (358292.8047377624 672650.9179239739)
14269,14270,Blackford Hill,,,28A,28A: Firth of Forth to the River Tweed,,,P03:Glasgow to Galashiels and North Berwick,Edinburgh,1,66,350,164.0,538,NT254706,NT 25446 70634,63.0,NT252704,101.0,rock 6m SE of trig point,,Abney level,,S,,20-Jan-12,,"http://www.streetmap.co.uk/newmap.srf?x=325445&y=670640&z=3&sv=325445,670640&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.923028&lon=-3.194609,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14270,325445,670640,55.923028,-3.194609,NT2544570640,28.1,1816,Allermuir Hill,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (325445.0759641562 670639.00592239)
14270,14271,Carberry Hill,,,28A,28A: Firth of Forth to the River Tweed,Moorfoot Hills,,P03:Glasgow to Galashiels and North Berwick,East Lothian,1,66,345W 351W,160.0,525,NT376697,,57.0,NT370689,103.0,,,,,S,,20-Jan-12,,"http://www.streetmap.co.uk/newmap.srf?x=337600&y=669700&z=3&sv=337600,669700&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.916321&lon=-2.999929,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14271,337600,669700,55.916320999999996,-2.9999290000000003,NT3760069700,28.1,1802,Blackhope Scar,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (337599.6996450071 669699.5218320853)
14274,14275,Easter Craiglockhart Hill,,,28A,28A: Firth of Forth to the River Tweed,,,P03:Glasgow to Galashiels and North Berwick,Edinburgh,1,66,350,157.0,515,NT232704,NT 23214 70457,45.0,NT229702,112.0,no feature: ground near bench,,,,S,,20-Jan-12,,"http://www.streetmap.co.uk/newmap.srf?x=323213&y=670462&z=3&sv=323213,670462&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.921086&lon=-3.230267,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14275,323213,670462,55.921085999999995,-3.230267,NT2321370462,28.1,1816,Allermuir Hill,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (323213.0204717634 670461.9503350023)
14279,14280,Tormain,,,28A,28A: Firth of Forth to the River Tweed,,,P03:Glasgow to Galashiels and North Berwick,Edinburgh,1,65,350,147.0,482,NT129696,NT 12905 69682,39.0,NT110686,108.0,mound in wood with cup and ring marked rock,ground by fence 35m N is lower,,,S,,15-Dec-14,,"http://www.streetmap.co.uk/newmap.srf?x=312904&y=669688&z=3&sv=312904,669688&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.912368&lon=-3.394926,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14280,312904,669688,55.91236800000001,-3.3949260000000003,NT1290469688,28.1,1809,East Cairn Hill,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (312903.8112032511 669687.069252387)
14280,14281,Dunsapie,,,28A,28A: Firth of Forth to the River Tweed,,,P03:Glasgow to Galashiels and North Berwick,Edinburgh,1,66,350,145.0,476,NT281731,NT 28187 73148,34.0,NT280730,111.0,outcrop,,obvious summit,,S,,20-Jan-12,,"http://www.streetmap.co.uk/newmap.srf?x=328186&y=673154&z=3&sv=328186,673154&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.946029&lon=-3.151426,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14281,328186,673154,55.946029,-3.151426,NT2818673154,28.1,1828,Arthur's Seat,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (328186.1557239235 673153.0358562091)
14282,14283,Parkley Hill,,,28A,28A: Firth of Forth to the River Tweed,,,P03:Glasgow to Galashiels and North Berwick,West Lothian,1,65,349E,144.0,472,NT012763,NT 01267 76384,31.0,NS999756,113.0,no feature: ground in field,flat summit area,,,S,,15-Apr-14,,"http://www.streetmap.co.uk/newmap.srf?x=301265&y=676390&z=3&sv=301265,676390&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.970313&lon=-3.583492,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14283,301265,676390,55.970313,-3.5834919999999997,NT0126576390,28.1,1827,Cairnpapple Hill,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (301265.6004954161 676389.2063644215)
14284,14285,Kilduff Hill,,,28A,28A: Firth of Forth to the River Tweed,Moorfoot Hills,,P03:Glasgow to Galashiels and North Berwick,East Lothian,1,66,351W,138.0,453,NT513776,NT 51384 77599,47.0,NT508773,91.0,"no feature: grass, gorse and bracken",,,,S,,20-Jan-12,,"http://www.streetmap.co.uk/newmap.srf?x=351384&y=677605&z=3&sv=351384,677605&st=4&tl=~&bi=~&lu=N&ar=y",http://www.geograph.org.uk/mapper/coverage.php?zoom=10&layers=FTTB00000000000FT&lat=55.988928&lon=-2.780852,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=14285,351384,677605,55.988928,-2.780852,NT5138477605,28.1,1802,Blackhope Scar,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (351383.6372884031 677604.0820916075)
